2;synthetic_refinery;888.00;9.95;709.00;6.02;0
2;fuel_silo;897.00;10.28;764.00;6.12;0
2;radar_station;898.00;9.93;732.00;6.20;0
2;rocket_site;902.00;9.90;755.00;1.80;0
2;nuclear_reactor;921.00;10.50;721.00;4.46;0
2;floating_harbor;956.00;9.50;715.00;-1.57;1816
2;floating_harbor;941.00;9.50;691.00;-3.22;1329
2;floating_harbor;942.95;9.50;728.95;-0.79;2004
2;floating_harbor;939.26;9.50;693.87;-2.03;643
2;floating_harbor;914.37;9.50;750.86;-0.20;693
2;floating_harbor;927.13;9.50;745.26;-0.46;1334
2;floating_harbor;934.00;9.50;743.00;0.00;1823
2;floating_harbor;921.00;9.50;687.40;-2.11;1211
2;floating_harbor;908.60;9.50;755.00;-0.54;1991
2;floating_harbor;910.95;9.50;758.87;-1.45;1464
3;arms_factory;810.00;15.90;590.00;4.90;0
3;arms_factory;823.00;18.98;521.00;5.00;0
3;arms_factory;800.00;18.15;505.00;2.84;0
3;arms_factory;852.00;14.05;525.00;5.50;0
3;arms_factory;782.00;17.12;528.00;0.78;0
3;arms_factory;791.00;20.23;558.00;3.45;0
3;industrial_complex;781.00;13.95;502.00;1.29;0
3;industrial_complex;814.00;18.10;506.00;5.41;0
3;industrial_complex;830.00;11.45;594.00;5.51;0
3;industrial_complex;803.00;16.50;596.00;3.35;0
3;industrial_complex;777.00;15.65;534.00;6.01;0
3;industrial_complex;833.00;20.58;532.00;2.40;0
3;supply_node;854.00;14.53;533.00;6.01;0
3;supply_node;861.00;13.38;549.00;2.66;0
3;supply_node;846.00;17.30;561.00;4.14;0
3;supply_node;845.00;15.20;576.00;1.90;0
3;supply_node;838.00;13.03;588.00;4.83;0
3;supply_node;825.00;12.85;590.00;0.03;0
3;supply_node;828.00;19.10;573.00;4.07;0
3;supply_node;831.00;21.68;558.00;5.55;0
3;supply_node;820.00;23.05;550.00;2.20;0
3;supply_node;822.00;20.60;531.00;6.25;0
3;supply_node;814.00;19.43;512.00;1.44;0
3;supply_node;799.00;17.12;501.00;4.37;0
3;supply_node;819.00;14.20;497.00;0.68;0
3;supply_node;832.00;17.02;518.00;3.61;0
3;supply_node;847.00;13.40;515.00;0.26;0
3;supply_node;846.00;18.65;547.00;2.85;0
3;supply_node;837.00;20.40;537.00;5.79;0
3;supply_node;779.00;12.00;493.00;0.98;0
3;supply_node;778.00;14.10;509.00;5.02;0
3;supply_node;795.00;20.25;518.00;1.67;0
3;supply_node;807.00;21.50;533.00;3.15;0
3;supply_node;801.00;21.50;546.00;0.91;0
3;supply_node;812.00;20.02;564.00;2.39;0
3;supply_node;811.00;16.35;584.00;5.32;0
3;supply_node;816.00;12.57;602.00;1.63;0
3;supply_node;793.00;17.83;608.00;4.56;0
3;supply_node;771.00;14.35;535.00;1.21;0
3;supply_node;748.00;12.55;537.00;3.80;0
3;supply_node;791.00;20.23;557.00;0.45;0
3;supply_node;806.00;12.78;630.00;1.93;0
3;supply_node;740.00;10.20;510.00;5.97;0
3;supply_node;787.00;18.95;530.00;2.63;0
3;supply_node;786.00;18.45;543.00;4.10;0
3;supply_node;760.00;12.85;521.00;1.86;0
3;supply_node;799.00;20.08;568.00;3.34;0
3;supply_node;763.00;11.45;501.00;6.28;0
3;supply_node;779.00;18.88;569.00;4.03;0
3;supply_node;811.00;12.95;613.00;5.51;0
3;supply_node;798.00;17.90;594.00;2.16;0
3;supply_node;773.00;18.08;552.00;4.75;0
3;supply_node;760.00;16.20;547.00;1.40;0
3;supply_node;792.00;19.35;579.00;4.34;0
3;supply_node;747.00;10.90;523.00;0.63;0
3;supply_node;774.00;14.00;522.00;3.58;0
3;bunker;763.00;16.30;546.00;4.25;0
3;bunker;815.00;13.38;597.00;0.99;0
3;bunker;780.00;15.32;514.00;3.66;0
3;bunker;805.00;18.20;505.00;0.04;0
3;bunker;812.00;14.70;594.00;2.70;0
3;bunker;824.00;18.10;575.00;5.72;0
3;bunker;829.00;17.83;519.00;0.64;0
3;bunker;804.00;20.05;564.00;4.76;0
3;bunker;785.00;12.12;490.00;2.61;0
3;bunker;809.00;13.43;616.00;2.71;0
3;bunker;811.00;18.52;507.00;0.55;0
3;bunker;825.00;22.90;547.00;3.21;0
3;bunker;744.00;10.32;512.00;4.77;0
3;bunker;848.00;18.05;554.00;1.16;0
3;bunker;851.00;12.25;513.00;5.28;0
3;bunker;867.00;12.10;550.00;0.20;0
3;bunker;812.00;21.83;542.00;3.22;0
3;bunker;749.00;11.32;529.00;5.88;0
3;bunker;774.00;15.15;535.00;2.26;0
3;bunker;823.00;13.90;587.00;0.11;0
3;bunker;829.00;22.10;558.00;1.67;0
3;bunker;787.00;19.12;574.00;5.79;0
3;bunker;812.00;22.23;548.00;0.71;0
3;bunker;820.00;21.88;541.00;4.83;0
3;bunker;755.00;11.60;517.00;0.11;0
3;bunker;856.00;14.30;537.00;2.78;0
3;bunker;841.00;19.18;537.00;5.44;0
3;bunker;834.00;12.70;589.00;2.17;0
3;bunker;802.00;21.18;518.00;3.38;0
3;bunker;825.00;13.15;497.00;1.22;0
3;bunker;755.00;11.25;509.00;5.34;0
3;bunker;817.00;19.30;567.00;5.45;0
3;bunker;846.00;16.10;567.00;3.29;0
3;bunker;841.00;16.68;573.00;5.95;0
3;bunker;804.00;16.88;593.00;2.33;0
3;bunker;788.00;19.05;607.00;3.89;0
3;bunker;776.00;17.85;573.00;1.73;0
3;bunker;796.00;20.18;561.00;4.40;0
3;bunker;769.00;18.55;556.00;0.78;0
3;bunker;755.00;12.57;533.00;2.34;0
3;bunker;779.00;15.73;527.00;0.18;0
3;bunker;784.00;18.95;550.00;2.84;0
3;bunker;809.00;13.05;624.00;5.50;0
3;bunker;785.00;17.85;523.00;2.24;0
3;anti_air_building;805.00;12.25;635.00;3.45;0
3;anti_air_building;769.00;13.10;515.00;1.29;0
3;anti_air_building;819.00;21.43;559.00;2.85;0
3;synthetic_refinery;828.00;18.35;575.00;5.51;0
3;fuel_silo;812.00;12.93;609.00;1.90;0
3;radar_station;800.00;20.15;562.00;5.50;0
3;rocket_site;812.00;18.10;575.00;6.12;0
3;nuclear_reactor;816.00;17.18;503.00;3.96;0
4;arms_factory;593.00;14.78;745.00;2.84;0
4;arms_factory;725.00;20.12;597.00;5.50;0
4;arms_factory;733.00;19.12;673.00;0.78;0
4;arms_factory;659.00;19.20;673.00;3.45;0
4;arms_factory;650.00;14.65;657.00;1.29;0
4;arms_factory;652.00;17.88;698.00;5.41;0
4;industrial_complex;714.00;24.62;653.00;5.51;0
4;industrial_complex;622.00;18.20;700.00;3.35;0
4;industrial_complex;744.00;22.30;610.00;6.01;0
4;industrial_complex;771.00;17.90;646.00;2.40;0
4;industrial_complex;594.00;10.25;687.00;3.96;0
4;industrial_complex;726.00;12.38;554.00;1.80;0
4;supply_node;757.00;22.33;623.00;4.14;0
4;supply_node;655.00;16.12;658.00;1.90;0
4;supply_node;654.00;14.28;715.00;4.83;0
4;supply_node;592.00;14.53;747.00;0.03;0
4;supply_node;554.00;11.85;778.00;4.07;0
4;supply_node;774.00;20.50;619.00;5.55;0
4;supply_node;733.00;21.05;655.00;2.20;0
4;supply_node;730.00;19.15;591.00;6.25;0
4;supply_node;758.00;15.98;668.00;1.44;0
4;supply_node;615.00;14.23;732.00;4.37;0
4;supply_node;601.00;12.48;693.00;0.68;0
4;supply_node;757.00;22.05;602.00;3.61;0
4;supply_node;741.00;19.38;668.00;0.26;0
4;supply_node;699.00;20.33;607.00;2.85;0
4;supply_node;690.00;18.10;695.00;5.79;0
4;supply_node;723.00;13.20;562.00;0.98;0
4;supply_node;687.00;22.12;630.00;5.02;0
4;supply_node;625.00;18.70;702.00;1.67;0
4;supply_node;729.00;22.80;631.00;3.15;0
4;supply_node;763.00;17.73;567.00;0.91;0
4;supply_node;720.00;22.48;671.00;2.39;0
4;supply_node;747.00;16.73;569.00;5.32;0
4;supply_node;739.00;21.73;608.00;1.63;0
4;supply_node;787.00;14.95;645.00;4.56;0
4;supply_node;793.00;16.77;625.00;1.21;0
4;supply_node;703.00;22.45;677.00;3.80;0
4;supply_node;685.00;24.48;654.00;0.45;0
4;supply_node;767.00;20.02;639.00;1.93;0
4;supply_node;722.00;17.58;695.00;5.97;0
4;supply_node;647.00;16.83;689.00;2.63;0
4;supply_node;682.00;23.65;676.00;4.10;0
4;supply_node;781.00;18.30;590.00;1.86;0
4;supply_node;590.00;16.18;723.00;3.34;0
4;supply_node;773.00;16.55;656.00;6.28;0
4;supply_node;742.00;13.70;553.00;4.03;0
4;supply_node;704.00;25.15;654.00;5.51;0
4;supply_node;688.00;14.57;592.00;2.16;0
4;supply_node;754.00;20.08;652.00;4.75;0
4;supply_node;709.00;15.03;583.00;1.40;0
4;supply_node;706.00;24.40;631.00;4.34;0
4;supply_node;765.00;18.52;584.00;0.63;0
4;supply_node;637.00;13.93;667.00;3.58;0
4;supply_node;774.00;20.02;604.00;5.05;0
4;supply_node;565.00;11.32;755.00;2.81;0
4;supply_node;666.00;16.75;641.00;5.75;0
4;supply_node;741.00;16.35;684.00;0.94;0
4;supply_node;725.00;11.28;542.00;4.98;0
4;supply_node;760.00;12.15;684.00;0.18;0
4;supply_node;671.00;17.20;704.00;3.12;0
4;supply_node;745.00;22.68;640.00;0.87;0
4;supply_node;731.00;10.20;527.00;2.35;0
4;supply_node;746.00;19.70;586.00;5.28;0
4;supply_node;718.00;22.85;615.00;1.59;0
4;supply_node;719.00;23.90;647.00;4.52;0
4;supply_node;623.00;15.07;682.00;6.00;0
4;supply_node;667.00;19.25;688.00;3.76;0
4;supply_node;730.00;15.48;574.00;0.41;0
4;supply_node;635.00;15.38;716.00;1.89;0
4;supply_node;579.00;12.30;772.00;5.93;0
4;supply_node;607.00;17.33;714.00;1.13;0
4;supply_node;705.00;16.80;700.00;4.07;0
4;supply_node;773.00;13.43;673.00;0.72;0
4;supply_node;664.00;20.77;670.00;3.30;0
4;supply_node;801.00;11.95;644.00;6.24;0
4;supply_node;781.00;18.95;632.00;1.43;0
4;supply_node;742.00;22.12;624.00;5.47;0
4;supply_node;679.00;18.68;615.00;2.12;0
4;supply_node;715.00;20.35;599.00;3.61;0
4;supply_node;707.00;11.18;567.00;1.36;0
4;bunker;737.00;22.20;627.00;2.17;0
4;bunker;730.00;16.15;577.00;3.38;0
4;bunker;548.00;11.18;774.00;1.22;0
4;bunker;627.00;14.35;725.00;5.34;0
4;bunker;651.00;11.68;726.00;5.45;0
4;bunker;734.00;17.58;680.00;3.29;0
4;bunker;594.00;15.25;743.00;5.95;0
4;bunker;636.00;17.25;688.00;2.33;0
4;bunker;763.00;20.58;639.00;3.89;0
4;bunker;742.00;22.75;639.00;1.73;0
4;bunker;587.00;14.88;720.00;4.40;0
4;bunker;714.00;16.02;584.00;0.78;0
4;bunker;803.00;11.20;648.00;2.34;0
4;bunker;679.00;22.77;654.00;0.18;0
4;bunker;681.00;22.75;678.00;2.84;0
4;bunker;712.00;13.05;573.00;5.50;0
4;bunker;724.00;10.23;534.00;2.24;0
4;bunker;759.00;20.40;593.00;3.45;0
4;bunker;661.00;18.52;690.00;1.29;0
4;bunker;762.00;17.12;572.00;2.85;0
4;bunker;683.00;16.50;701.00;5.51;0
4;bunker;703.00;24.65;633.00;1.90;0
4;bunker;737.00;20.25;658.00;6.02;0
4;bunker;578.00;11.60;784.00;6.12;0
4;bunker;793.00;16.08;629.00;3.96;0
4;bunker;720.00;24.02;641.00;1.80;0
4;bunker;727.00;22.15;611.00;4.46;0
4;bunker;707.00;20.38;691.00;6.03;0
4;bunker;740.00;15.00;561.00;2.41;0
4;bunker;723.00;22.23;667.00;0.25;0
4;bunker;780.00;18.40;590.00;1.45;0
4;bunker;757.00;22.05;619.00;4.47;0
4;bunker;638.00;12.88;660.00;0.85;0
4;bunker;559.00;10.88;750.00;3.52;0
4;bunker;677.00;18.35;622.00;5.08;0
4;bunker;718.00;14.05;572.00;2.92;0
4;bunker;693.00;21.40;612.00;5.58;0
4;bunker;765.00;21.62;614.00;1.96;0
4;bunker;609.00;16.25;700.00;4.98;0
4;bunker;666.00;21.20;673.00;6.19;0
4;bunker;727.00;18.77;683.00;4.03;0
4;bunker;732.00;19.02;588.00;0.41;0
4;bunker;675.00;16.08;707.00;1.97;0
4;bunker;752.00;16.52;565.00;4.63;0
4;bunker;765.00;14.28;672.00;2.47;0
4;bunker;637.00;17.98;699.00;5.14;0
4;bunker;683.00;21.08;628.00;0.41;0
4;bunker;601.00;16.77;716.00;4.54;0
4;bunker;707.00;25.27;662.00;0.92;0
4;bunker;652.00;15.25;658.00;2.48;0
4;bunker;701.00;23.65;671.00;5.14;0
4;bunker;775.00;20.20;608.00;2.98;0
4;bunker;621.00;14.55;727.00;4.19;0
4;bunker;729.00;10.18;521.00;0.92;0
4;bunker;767.00;18.48;584.00;3.59;0
4;bunker;714.00;19.43;595.00;6.25;0
4;bunker;632.00;16.23;683.00;2.64;0
4;bunker;759.00;18.65;656.00;5.65;0
4;bunker;750.00;16.40;674.00;2.04;0
4;bunker;782.00;14.98;650.00;4.70;0
4;bunker;785.00;17.58;632.00;2.54;0
4;bunker;768.00;13.07;677.00;4.10;0
4;bunker;661.00;15.95;644.00;0.48;0
4;bunker;781.00;13.80;659.00;3.15;0
4;bunker;694.00;13.25;584.00;6.16;0
4;bunker;733.00;21.77;610.00;1.09;0
4;bunker;748.00;21.52;596.00;5.21;0
4;bunker;726.00;23.45;638.00;1.59;0
4;bunker;761.00;13.93;677.00;3.15;0
4;anti_air_building;705.00;20.08;603.00;0.99;0
4;anti_air_building;624.00;18.62;709.00;3.66;0
4;anti_air_building;783.00;16.68;642.00;0.04;0
4;synthetic_refinery;772.00;20.88;617.00;1.60;0
4;fuel_silo;610.00;15.43;696.00;5.72;0
4;radar_station;674.00;21.83;656.00;1.85;0
4;rocket_site;720.00;20.60;600.00;4.77;0
4;nuclear_reactor;585.00;14.60;751.00;0.04;0
5;arms_factory;773.00;11.10;693.00;0.78;0
5;arms_factory;813.00;10.80;789.00;3.45;0
5;arms_factory;777.00;10.80;687.00;1.29;0
5;arms_factory;788.00;10.30;777.00;5.41;0
5;arms_factory;779.00;11.15;681.00;5.51;0
5;arms_factory;795.00;10.20;773.00;3.35;0
5;industrial_complex;786.00;10.20;693.00;6.01;0
5;industrial_complex;745.00;11.68;765.00;2.40;0
5;industrial_complex;801.00;9.98;686.00;3.96;0
5;industrial_complex;739.00;11.80;715.00;1.80;0
5;industrial_complex;839.00;9.90;723.00;3.00;0
5;industrial_complex;747.00;11.40;710.00;0.84;0
5;supply_node;728.00;11.85;742.00;4.83;0
5;supply_node;858.00;11.23;788.00;0.03;0
5;supply_node;799.00;10.20;788.00;4.07;0
5;supply_node;764.00;11.10;723.00;5.55;0
5;supply_node;761.00;10.95;748.00;2.20;0
5;supply_node;809.00;10.70;764.00;6.25;0
5;supply_node;812.00;10.03;678.00;1.44;0
5;supply_node;796.00;10.00;708.00;4.37;0
5;supply_node;786.00;10.23;749.00;0.68;0
5;supply_node;856.00;10.90;771.00;3.61;0
5;supply_node;740.00;12.15;705.00;0.26;0
5;supply_node;749.00;11.28;770.00;2.85;0
5;supply_node;785.00;10.05;733.00;5.79;0
5;supply_node;808.00;10.00;693.00;0.98;0
5;supply_node;831.00;11.10;777.00;5.02;0
5;supply_node;810.00;9.90;724.00;1.67;0
5;supply_node;801.00;9.93;737.00;3.15;0
5;supply_node;822.00;9.80;715.00;0.91;0
5;supply_node;756.00;11.30;702.00;2.39;0
5;supply_node;845.00;10.85;764.00;5.32;0
5;supply_node;774.00;10.95;686.00;1.63;0
5;supply_node;781.00;10.75;717.00;4.56;0
5;supply_node;766.00;10.90;764.00;1.21;0
5;supply_node;793.00;9.90;694.00;3.80;0
5;supply_node;846.00;9.90;744.00;0.45;0
5;supply_node;774.00;11.18;703.00;1.93;0
5;supply_node;840.00;10.00;727.00;5.97;0
5;supply_node;834.00;9.95;700.00;2.63;0
5;supply_node;799.00;10.25;673.00;4.10;0
5;supply_node;825.00;9.90;685.00;1.86;0
5;supply_node;830.00;9.88;742.00;3.34;0
5;supply_node;777.00;10.60;780.00;6.28;0
5;supply_node;820.00;10.62;753.00;4.03;0
5;supply_node;818.00;10.80;787.00;5.51;0
5;supply_node;871.00;11.65;773.00;2.16;0
5;supply_node;746.00;11.80;725.00;4.75;0
5;supply_node;792.00;10.20;773.00;1.40;0
5;supply_node;796.00;10.32;759.00;4.34;0
5;supply_node;740.00;12.00;756.00;0.63;0
5;supply_node;824.00;11.10;767.00;3.58;0
5;supply_node;873.00;11.30;784.00;5.05;0
5;supply_node;841.00;9.80;710.00;2.81;0
